canale,famiglia,classe_abc,data_doc,qta,prezzo_medio,sconti,fatturato,costo_unitario,margine,lead_time,rotazione_magazzino,giacenza_media,ritardo_consegna
B2B,Torniti,C,2025-09-11,9,7.14,0.177,52.89,4.52,12.21,14,3.54,3.61,-1
Retail,Lamiere,A,2025-12-29,12,20.19,0.219,189.22,13.76,24.1,13,15.38,4.63,-1
B2B,Lamiere,B,2025-05-23,25,20.08,0.179,412.14,13.44,76.14,19,8.69,18.19,-1
B2B,Torniti,C,2025-12-13,32,9.23,0.146,252.24,5.54,74.96,9,4.34,20.86,-2
B2B,Viteria,C,2025-08-04,43,1.87,0.114,71.24,1.21,19.21,11,1.69,13.76,0
B2B,Viteria,B,2025-06-07,36,1.92,0.205,54.95,1.19,12.11,11,4.5,3.93,0
B2B,Viteria,C,2025-12-23,17,1.63,0.149,23.58,0.97,7.09,8,3.08,1.8,2
Estero,Viteria,C,2025-07-19,15,1.76,0.099,23.79,1.05,8.04,7,3.11,1.46,0
Retail,Torniti,B,2025-03-09,190,10.1,0.144,1642.66,6.06,491.26,10,6.36,64.63,2
Estero,Viteria,C,2025-05-06,14,1.83,0.102,23.01,1.07,8.03,12,5.88,0.86,-4
B2B,Viteria,C,2025-11-26,7,1.97,0.161,11.57,1.25,2.82,4,4.6,0.87,-1
Retail,Assemblati,B,2025-07-29,5,17.69,0.118,78.01,12.18,17.11,17,4.35,7.28,-1
Retail,Assemblati,B,2025-08-14,17,31.69,0.147,459.54,21.61,92.17,23,4.49,20.22,3
Retail,Lamiere,B,2025-09-27,63,13.84,0.127,761.19,11.18,56.85,16,4.35,60.87,1
Estero,Lamiere,C,2025-04-02,14,17.33,0.083,222.48,13.13,38.66,22,3.36,12.35,5
Retail,Torniti,B,2025-02-24,108,6.81,0.16,617.8,4.13,171.76,14,7.95,20.52,-2
Estero,Viteria,A,2025-07-01,24,1.64,0.241,29.87,1.07,4.19,12,14.01,0.43,-2
Retail,Lamiere,B,2025-12-23,74,20.91,0.13,1346.19,15.07,231.01,16,5.26,61.39,1
B2B,Viteria,C,2025-03-09,11,1.54,0.155,14.31,0.95,3.86,9,3.46,1.69,-1
Retail,Lamiere,C,2025-10-11,12,10.14,0.109,108.42,7.01,24.3,18,6.29,4.76,-2
B2B,Assemblati,B,2026-01-14,27,13.88,0.199,300.18,9.85,34.23,23,3.57,15.35,2
Estero,Torniti,C,2025-02-26,40,8.86,0.165,295.92,5.76,65.52,22,4.38,14.17,0
Retail,Assemblati,A,2025-03-11,21,27.21,0.198,458.27,20.97,17.9,20,12.04,15.34,2
B2B,Torniti,B,2025-12-05,33,5.37,0.183,144.78,3.56,27.3,10,5.41,7.31,-5
B2B,Torniti,B,2025-03-02,44,5.55,0.199,195.6,3.39,46.44,17,5.96,14.14,0
B2B,Torniti,C,2025-10-20,6,7.69,0.141,39.63,5.28,7.95,13,4.05,3.12,0
B2B,Torniti,C,2025-11-08,17,9.03,0.129,133.71,5.39,42.08,12,3.16,12.78,0
B2B,Lamiere,A,2025-05-16,15,11.8,0.264,130.27,8.99,-4.58,20,8.0,4.67,2
Retail,Viteria,C,2025-05-08,15,2.58,0.111,34.4,1.55,11.15,7,2.73,4.81,-1
Retail,Lamiere,C,2025-07-31,37,18.66,0.063,646.92,11.72,213.28,12,6.72,38.58,1
Retail,Viteria,C,2025-07-25,15,3.85,0.086,52.78,2.7,12.28,8,3.0,3.31,-1
B2B,Lamiere,C,2025-12-01,3,8.99,0.165,22.52,6.35,3.47,24,3.76,1.63,3
B2B,Viteria,C,2025-08-26,19,1.52,0.119,25.44,0.97,7.01,9,4.61,1.3,-4
B2B,Torniti,A,2026-01-10,8,5.73,0.225,35.53,3.36,8.65,13,9.29,1.61,-7
Estero,Viteria,B,2025-04-19,40,2.44,0.223,75.84,1.43,18.64,7,6.08,4.62,2
B2B,Viteria,C,2025-05-04,55,1.69,0.143,79.66,1.0,24.66,14,4.17,4.54,-1
B2B,Lamiere,C,2025-04-19,3,12.97,0.172,32.22,8.89,5.55,16,2.6,3.38,-4
B2B,Viteria,B,2025-09-16,11,1.86,0.22,15.96,1.14,3.42,4,3.5,1.26,-2
Retail,Assemblati,C,2025-02-03,35,22.51,0.082,723.25,14.46,217.15,20,2.71,114.64,-1
B2B,Lamiere,C,2025-12-01,6,12.33,0.155,62.51,9.22,7.19,21,6.41,2.85,2
Retail,Lamiere,C,2025-10-30,54,19.4,0.141,899.89,12.87,204.91,20,2.86,48.94,2
Retail,Viteria,C,2026-01-17,70,1.77,0.109,110.39,1.19,27.09,4,3.66,11.13,-2
Retail,Assemblati,A,2026-01-06,21,21.68,0.237,347.38,15.0,32.38,20,6.29,9.88,3
B2B,Torniti,C,2025-02-16,11,4.8,0.137,45.57,2.91,13.56,14,5.6,2.76,-3
B2B,Lamiere,C,2025-10-21,2,12.7,0.186,20.68,9.13,2.42,21,3.15,2.0,-5
B2B,Viteria,A,2025-07-24,55,1.71,0.24,71.48,1.12,9.88,10,8.53,3.17,0
B2B,Torniti,B,2025-10-17,182,8.49,0.183,1262.41,5.0,352.41,15,5.73,69.41,-1
Retail,Assemblati,C,2025-12-06,148,22.47,0.113,2949.77,16.64,487.05,23,8.43,70.88,-4
B2B,Lamiere,B,2025-08-22,20,10.74,0.188,174.42,7.59,22.62,14,7.0,10.42,2
B2B,Viteria,A,2025-01-23,8,1.69,0.238,10.3,1.04,1.98,9,9.47,0.46,-5
B2B,Viteria,B,2025-12-03,57,2.77,0.2,126.31,1.59,35.68,9,2.19,15.93,-1
Retail,Viteria,B,2025-06-30,22,1.52,0.104,29.96,0.9,10.16,6,9.63,1.04,1
B2B,Torniti,B,2025-07-08,40,5.56,0.174,183.7,3.25,53.7,13,4.7,12.34,1
Retail,Assemblati,C,2025-08-23,33,22.7,0.114,663.7,16.37,123.49,20,2.6,79.2,1
B2B,Assemblati,C,2025-12-20,27,15.35,0.17,343.99,12.03,19.18,20,2.68,22.73,0
Estero,Torniti,C,2025-08-02,69,8.08,0.137,481.14,5.14,126.48,26,5.84,24.57,2
Retail,Viteria,A,2025-04-07,71,2.22,0.196,126.73,1.3,34.43,10,9.85,2.8,1
B2B,Assemblati,B,2025-10-16,15,19.19,0.198,230.86,15.23,2.41,25,3.52,25.54,0
B2B,Viteria,B,2025-09-10,10,1.85,0.209,14.63,1.14,3.23,6,5.59,1.06,-4
B2B,Viteria,C,2025-02-14,2,1.75,0.121,3.08,1.13,0.82,5,2.62,0.18,1
B2B,Torniti,C,2025-08-04,17,4.71,0.14,68.86,2.65,23.81,13,3.97,6.44,5
B2B,Viteria,B,2025-11-04,8,1.88,0.189,12.2,1.13,3.16,8,5.24,0.43,3
Estero,Assemblati,C,2025-12-10,37,12.74,0.134,408.22,9.7,49.32,22,2.02,30.91,-6
Retail,Assemblati,A,2025-05-05,18,19.02,0.148,291.69,13.03,57.15,21,9.72,4.62,4
B2B,Torniti,B,2025-07-31,20,7.35,0.165,122.74,4.43,34.14,17,5.88,6.05,-1
Retail,Torniti,C,2025-11-18,55,10.94,0.1,541.53,6.77,169.18,5,2.26,94.46,3
B2B,Lamiere,B,2025-08-23,36,21.59,0.21,614.02,13.8,117.22,15,3.02,49.49,-2
Estero,Viteria,C,2025-06-24,22,1.78,0.122,34.38,0.98,12.82,16,3.86,3.81,-3
B2B,Torniti,B,2025-03-30,132,5.24,0.177,569.25,3.33,129.69,15,5.44,28.92,0
Retail,Torniti,C,2025-02-06,51,9.26,0.111,419.84,6.62,82.22,9,3.25,26.69,-2
Retail,Assemblati,B,2025-09-30,16,35.91,0.133,498.14,26.51,73.98,22,7.79,18.4,0
B2B,Viteria,A,2026-01-08,17,2.64,0.258,33.3,1.71,4.23,6,5.07,2.22,1
B2B,Viteria,B,2025-08-29,54,1.39,0.186,61.1,0.81,17.36,7,6.13,3.01,2
B2B,Lamiere,C,2025-11-02,30,11.59,0.128,303.19,8.56,46.39,15,4.41,19.4,-2
Estero,Torniti,C,2025-09-26,8,8.84,0.158,59.55,5.17,18.19,18,3.28,3.75,5
B2B,Torniti,C,2025-05-28,60,8.18,0.175,404.91,5.29,87.51,17,2.13,68.4,-3
Retail,Assemblati,A,2025-07-31,86,26.09,0.171,1860.06,19.42,189.94,19,7.94,59.77,-1
Retail,Viteria,A,2025-04-30,80,2.01,0.198,128.96,1.3,24.96,0,8.54,6.66,5
Retail,Lamiere,A,2025-04-13,115,17.35,0.183,1630.12,12.21,225.97,90,5.75,76.6,10
B2B,Viteria,C,2025-08-24,194,2.27,0.162,369.04,1.46,85.8,11,3.99,20.02,-2
B2B,Viteria,B,2025-09-14,138,1.43,0.172,163.4,0.9,39.2,7,6.01,11.09,0
Retail,Lamiere,B,2026-01-17,34,20.92,0.157,599.61,15.04,88.25,21,4.79,26.61,3
B2B,Torniti,C,2025-04-18,20,8.33,0.174,137.61,4.76,42.41,16,4.94,5.58,1
Estero,Lamiere,C,2025-05-07,4,10.97,0.111,39.01,7.35,9.61,23,2.92,4.88,4
B2B,Lamiere,B,2025-03-23,25,15.12,0.191,305.8,11.17,26.55,19,10.07,7.27,-2
B2B,Torniti,A,2026-01-03,41,7.97,0.264,240.5,4.84,42.06,13,9.1,7.27,-2
Retail,Assemblati,B,2025-11-03,26,27.84,0.12,636.98,19.68,125.3,18,4.3,42.27,-2
B2B,Viteria,C,2025-05-22,4,2.67,0.137,9.22,1.77,2.14,9,2.53,1.4,-3
B2B,Viteria,B,2026-01-10,18,1.8,0.203,25.82,1.18,4.58,4,6.19,1.34,-1
B2B,Torniti,C,2025-10-05,47,7.06,0.147,283.04,3.87,101.15,12,2.41,43.74,-3
B2B,Torniti,A,2025-07-14,9,3.36,0.208,23.95,2.11,4.96,11,10.52,1.02,0
Retail,Assemblati,C,2025-06-10,29,29.74,0.094,781.39,21.58,155.57,22,3.04,93.38,3
B2B,Viteria,C,2025-08-17,38,2.32,0.185,71.85,1.5,14.85,10,3.02,5.56,-4
B2B,Lamiere,A,2025-02-22,75,16.84,0.281,908.1,11.46,48.6,22,9.86,35.01,-1
B2B,Assemblati,B,2025-03-25,136,14.24,0.177,1593.85,10.52,163.13,21,8.53,75.67,0
Estero,Lamiere,B,2025-12-29,17,16.79,0.152,242.04,10.19,68.81,20,4.96,13.63,0
B2B,Lamiere,C,2025-04-07,29,15.48,0.141,385.62,9.97,96.49,14,3.73,35.96,0
Estero,Assemblati,B,2025-03-22,30,16.83,0.206,400.89,12.62,22.29,27,7.01,16.99,4
Estero,Viteria,C,2025-12-01,47,2.58,0.147,103.43,1.87,15.54,16,2.29,8.5,3
B2B,Torniti,B,2026-01-01,42,7.3,0.219,239.45,4.49,50.87,14,7.2,12.26,-2
Retail,Assemblati,A,2025-11-16,102,14.72,0.21,1186.14,10.19,146.76,20,13.3,25.25,2
Retail,Viteria,C,2025-02-28,2,2.6,0.074,4.82,1.63,1.56,6,4.91,0.25,2
B2B,Torniti,C,2025-11-24,37,5.37,0.131,172.66,3.03,60.55,15,2.37,21.15,3
B2B,Lamiere,C,2025-04-29,40,7.89,0.136,272.68,5.76,42.28,21,2.43,36.43,1
Retail,Assemblati,C,2025-01-26,19,24.66,0.09,426.37,17.8,88.17,26,3.43,46.87,1
Retail,Assemblati,C,2025-12-24,3,22.14,0.086,60.71,16.87,10.1,21,3.37,7.61,-3
Retail,Assemblati,B,2025-04-29,23,31.96,0.129,640.25,22.82,115.39,22,6.04,37.66,0
Estero,Viteria,C,2025-09-19,12,2.07,0.143,21.29,1.38,4.73,11,3.09,3.09,-4
B2B,Torniti,C,2025-02-17,131,7.9,0.153,876.56,4.23,322.43,14,3.74,46.23,3
Retail,Assemblati,C,2025-04-01,36,25.55,0.124,805.74,18.42,142.62,20,1.43,110.61,0
Estero,Torniti,C,2025-12-09,11,9.23,0.135,87.82,5.74,24.68,17,4.41,7.71,0
B2B,Torniti,B,2025-08-26,3,5.21,0.176,12.88,3.07,3.67,14,10.04,0.44,-2
B2B,Viteria,C,2026-01-21,44,1.89,0.154,70.35,1.2,17.55,10,2.88,9.98,-4
B2B,Assemblati,C,2025-03-28,49,17.38,0.12,749.43,12.75,124.68,22,3.76,70.49,3
Estero,Viteria,A,2025-12-13,20,,0.174,38.49,1.54,7.69,11,18.01,0.33,1
B2B,Viteria,C,2025-12-07,45,1.92,0.163,72.32,1.24,16.52,8,3.54,7.19,2
Retail,Assemblati,B,2025-12-25,17,19.3,0.16,275.6,14.2,34.2,17,6.68,8.81,-4
B2B,Assemblati,B,2025-02-09,71,16.54,0.191,950.04,12.49,63.25,24,11.43,23.61,4
B2B,Assemblati,A,2025-03-01,66,27.18,0.232,1377.7,18.1,183.1,21,20.4,24.14,1
Retail,Lamiere,C,2025-08-03,5,9.82,0.073,45.52,6.38,13.62,13,2.41,6.55,2
B2B,Viteria,C,2025-03-05,6,2.15,0.173,10.67,1.21,3.41,9,3.03,0.93,-7
Estero,Lamiere,B,2025-02-14,187,18.0,0.18,2760.12,12.63,398.31,24,8.2,122.5,2
B2B,Viteria,A,2025-11-14,62,2.08,0.246,97.24,1.32,15.4,5,11.9,3.54,-1
Estero,Assemblati,C,2025-10-02,7,32.41,0.13,197.38,25.13,21.47,28,4.48,9.66,1
B2B,Torniti,A,2025-11-26,5,8.22,0.231,31.61,5.05,6.36,16,3.99,1.47,0
Estero,Lamiere,B,2025-12-29,30,14.53,0.148,371.39,9.51,86.09,28,3.03,23.35,0
Retail,Viteria,B,2025-03-15,8,2.0,0.145,13.68,1.25,3.68,5,11.2,0.35,-5
B2B,Lamiere,C,2025-11-21,18,13.27,0.139,205.66,8.03,61.12,18,4.59,10.73,-3
B2B,Assemblati,B,2025-02-06,23,21.34,0.182,401.49,15.02,56.03,20,6.79,17.16,1
B2B,Torniti,C,2025-06-06,22,6.51,0.184,116.87,3.29,44.49,15,2.27,9.03,3
Retail,Viteria,C,2025-05-10,76,1.87,0.099,128.05,1.18,38.37,6,3.03,9.47,2
Retail,Viteria,B,2025-04-18,154,1.67,0.091,233.78,1.02,76.7,9,7.32,8.12,0
B2B,Lamiere,C,2025-10-11,15,12.57,0.139,162.34,8.48,35.14,17,2.16,32.33,-1
B2B,Viteria,A,2025-03-07,8,1.24,0.22,7.74,0.72,1.98,9,7.81,0.24,5
Retail,Assemblati,B,2025-11-13,36,20.0,0.137,621.36,13.86,122.4,19,6.84,14.94,2
B2B,Torniti,A,2025-12-06,125,3.54,0.212,348.69,2.22,71.19,8,12.29,6.9,1
Retail,Viteria,C,2025-09-21,16,2.77,0.109,39.49,1.56,14.53,8,2.91,5.85,-4
B2B,Torniti,C,2025-02-20,57,8.67,0.144,423.03,5.38,116.37,9,4.94,23.82,0
Retail,Lamiere,C,2025-08-27,11,15.3,0.09,153.15,9.91,44.14,16,4.88,12.41,-3
Estero,Viteria,C,2025-09-08,25,3.13,0.133,67.84,1.73,24.59,12,1.87,8.35,5
B2B,Torniti,B,2025-06-07,8,9.1,0.188,59.11,5.91,11.83,14,10.64,1.06,-2
B2B,Viteria,C,2025-06-05,25,2.03,0.147,43.29,1.37,9.04,8,5.26,2.46,-2
B2B,Lamiere,B,2025-07-12,22,11.67,0.186,208.99,7.68,40.03,18,6.45,11.68,-1
Retail,Assemblati,B,2026-01-20,45,20.62,0.14,797.99,14.39,150.44,21,5.72,56.3,0
B2B,Assemblati,C,2025-01-23,145,20.72,0.157,2532.71,14.71,399.76,22,4.61,122.14,3
Estero,Viteria,B,2025-07-26,17,1.91,0.174,26.82,1.12,7.78,20,7.23,1.65,1
Retail,Torniti,B,2025-05-17,3,9.32,0.163,23.4,5.36,7.32,11,5.46,1.27,0
B2B,Viteria,A,2025-08-10,20,2.1,0.229,32.38,1.34,5.58,4,17.55,0.55,1
Retail,Torniti,A,2025-01-23,33,7.67,0.195,203.75,5.24,30.83,8,4.79,17.34,-5
B2B,Viteria,C,2025-12-23,30,2.37,0.199,56.95,1.44,13.75,10,2.77,5.6,1
Retail,Torniti,B,2025-07-07,21,7.67,0.139,138.68,4.92,35.36,7,7.02,7.45,-1
B2B,Viteria,C,2026-01-10,109,1.81,0.15,167.7,1.15,42.35,4,3.44,15.61,-3
Retail,Assemblati,A,2025-03-19,28,17.62,0.165,411.96,11.51,89.68,16,12.77,6.15,1
Estero,Assemblati,C,2025-08-23,22,18.5,0.116,359.79,13.3,67.19,27,2.15,26.76,2
Retail,Viteria,C,2025-09-27,11,3.86,0.098,38.3,2.37,12.23,10,3.2,5.15,-7
Estero,Torniti,C,2025-11-08,4,5.71,0.141,19.62,3.76,4.58,15,5.24,1.53,4
B2B,Viteria,B,2025-01-25,34,2.01,0.203,54.47,1.37,7.89,9,3.56,6.81,2
Retail,Torniti,C,2025-09-10,31,7.25,0.107,200.7,4.46,62.44,4,3.22,21.96,-4
Retail,Viteria,C,2025-03-16,9,1.29,0.116,10.26,0.86,2.52,4,2.91,1.21,-3
Retail,Viteria,C,2025-06-27,23,2.59,0.08,54.8,1.59,18.23,8,3.97,2.93,3
B2B,Torniti,B,2025-02-10,21,5.66,0.2,95.09,3.65,18.44,13,6.88,4.74,2
B2B,Lamiere,B,2025-02-11,13,13.0,0.19,136.89,8.89,21.32,21,6.21,6.54,2
Retail,Lamiere,C,2025-10-28,11,19.21,0.102,189.76,13.91,36.75,9,3.16,15.81,0
B2B,Lamiere,B,2025-10-10,37,12.72,0.183,384.51,9.26,41.89,16,6.13,22.25,1
Retail,Viteria,A,2025-12-14,20,2.44,0.171,40.46,1.58,8.86,7,9.44,0.75,-4
Retail,Viteria,C,2025-10-04,14,1.81,0.076,23.41,1.07,8.43,7,3.46,2.04,-2
Estero,Torniti,A,2025-08-27,10,8.53,0.226,66.02,4.97,16.32,20,16.65,1.5,3
B2B,Torniti,B,2025-03-05,22,6.2,0.2,109.12,3.91,23.1,15,3.94,11.05,2
Estero,Viteria,C,2025-10-28,62,1.2,0.127,64.95,0.79,15.97,9,3.94,4.9,0
B2B,Lamiere,A,2025-04-15,30,14.76,0.24,336.53,10.13,32.63,16,7.19,11.97,-1
B2B,Torniti,A,2025-03-01,19,8.63,0.226,126.91,5.07,30.58,21,19.82,2.06,3
Retail,Torniti,A,2025-10-16,33,11.77,0.2,310.73,7.15,74.78,8,10.32,5.67,-3
B2B,Assemblati,A,2025-08-24,96,30.97,0.241,2256.6,21.95,149.4,18,6.42,62.37,4
B2B,Lamiere,B,2025-03-17,40,14.56,0.183,475.82,9.74,86.22,20,5.53,34.05,-1
B2B,Lamiere,C,2025-08-10,32,13.65,0.167,363.85,10.35,32.65,15,2.1,32.56,-2
B2B,Torniti,B,2025-10-01,46,8.54,0.203,313.09,4.96,84.93,19,4.81,17.91,1
Retail,Viteria,B,2025-07-23,21,1.8,0.109,33.68,1.15,9.53,14,7.44,1.24,1
B2B,Viteria,C,2025-10-11,29,1.19,0.151,29.3,0.75,7.55,7,5.64,2.31,-1
B2B,Viteria,B,2025-07-25,15,1.6,0.171,19.9,0.91,6.25,9,8.76,0.82,-4
Retail,Assemblati,B,2025-05-30,5,30.96,0.143,132.66,20.73,29.01,15,5.78,8.72,1
B2B,Viteria,B,2025-04-13,35,1.53,0.127,46.75,0.94,13.85,11,7.32,2.24,2
Retail,Torniti,B,2025-04-26,35,9.13,0.144,273.53,4.76,106.93,5,7.96,7.96,-1
Estero,Torniti,B,2025-11-13,18,8.25,0.184,121.18,5.55,21.28,14,13.19,2.37,-4
Retail,Lamiere,A,2025-06-07,69,15.94,0.188,893.09,10.61,161.0,16,8.09,22.63,0
Estero,Assemblati,C,2025-10-10,12,14.39,0.107,154.2,10.11,32.88,28,5.94,8.12,-1
B2B,Torniti,C,2025-06-02,4,7.08,0.189,22.97,4.59,4.61,10,2.39,1.67,-5
Retail,Viteria,C,2025-08-01,12,2.02,0.123,21.26,1.24,6.38,4,5.29,1.69,-3
B2B,Torniti,A,2025-08-31,5,9.95,0.229,38.36,6.23,7.21,9,8.05,1.0,3
B2B,Lamiere,C,2025-07-15,34,15.94,0.145,463.38,10.47,107.4,17,2.76,35.94,0
Retail,Viteria,C,2025-10-20,12,2.04,0.06,23.01,1.27,7.77,4,3.17,2.14,-2
B2B,Torniti,A,2025-12-25,66,10.11,0.249,501.11,6.46,74.75,12,7.62,16.17,2
Estero,Torniti,C,2025-12-02,64,7.79,0.103,447.21,4.41,164.97,20,4.06,22.03,2
Retail,Viteria,C,2025-12-24,10,1.48,0.113,13.13,0.95,3.63,7,5.38,1.09,-5
Estero,Assemblati,A,2025-02-01,11,19.42,0.241,162.14,12.11,28.93,28,4.78,7.93,6
B2B,Torniti,C,2025-10-26,42,9.78,0.149,349.56,6.36,82.44,14,3.29,39.51,0
B2B,Torniti,A,2025-10-14,65,5.3,0.219,269.05,3.06,70.15,16,6.84,14.47,3
Retail,Viteria,B,2025-06-21,3,2.21,0.165,5.54,1.36,1.46,6,8.24,0.15,-2
B2B,Viteria,A,2025-05-16,33,1.28,0.24,32.1,0.79,6.03,7,16.44,0.46,-6
B2B,Lamiere,A,2025-02-10,3,8.89,0.242,20.22,5.7,3.12,20,9.41,0.67,0
Retail,Torniti,C,2025-11-24,14,6.6,0.081,84.92,3.68,33.4,11,2.74,12.65,-3
Estero,Lamiere,C,2025-11-24,73,9.71,0.134,613.85,6.81,116.72,21,1.99,114.71,4
Retail,Torniti,B,2025-02-18,498,6.96,0.136,2994.69,4.33,838.35,15,11.87,60.78,-3
B2B,Viteria,C,2025-08-22,19,2.78,0.123,46.32,1.63,15.35,11,5.55,1.36,0
B2B,Torniti,C,2025-08-11,7,6.44,0.177,37.1,4.0,9.1,13,1.75,7.04,1
Retail,Assemblati,C,2025-03-25,15,27.38,0.135,355.26,20.32,50.46,23,4.4,23.63,2
B2B,Torniti,C,2025-08-10,26,8.54,0.17,184.29,4.99,54.55,10,2.37,19.69,-2
B2B,Torniti,C,2025-11-14,13,4.93,0.167,53.39,2.7,18.29,13,2.93,6.27,-5
B2B,Assemblati,C,2025-05-21,10,14.62,0.185,119.15,10.5,14.15,20,2.26,22.96,-3
B2B,Viteria,B,2025-10-13,16,2.18,0.169,28.99,1.38,6.91,8,2.98,4.1,-3
B2B,Torniti,C,2026-01-11,36,5.55,0.129,174.03,3.32,54.51,16,3.44,17.69,-3
B2B,Assemblati,A,2025-07-06,21,21.44,0.232,345.78,14.93,32.25,24,19.41,7.8,1
Retail,Torniti,A,2025-03-02,10,12.36,0.196,99.37,7.65,22.87,13,7.23,3.69,-2
B2B,Viteria,B,2025-05-10,13,1.25,0.184,13.26,0.84,2.34,8,8.2,0.29,-4
Retail,Assemblati,B,2025-03-12,16,20.58,0.12,289.77,14.18,62.89,20,8.66,9.56,-3
B2B,Viteria,C,2025-05-30,9,1.71,0.15,13.08,1.04,3.72,12,4.51,1.01,-4
Estero,Viteria,C,2025-09-14,12,1.74,0.128,18.21,1.27,2.97,7,7.04,1.01,-1
B2B,Viteria,B,2025-04-05,47,1.55,0.207,57.77,0.98,11.71,6,8.38,2.97,-3
B2B,Lamiere,C,2025-07-28,19,10.61,0.151,171.15,6.68,44.23,19,6.58,7.94,1
B2B,Lamiere,B,2026-01-21,4,11.95,0.152,40.53,7.9,8.93,23,4.02,2.64,1
B2B,Lamiere,C,2025-04-28,68,12.5,0.158,715.7,8.12,163.54,17,4.54,36.97,0
B2B,Assemblati,A,2025-12-09,37,22.84,0.272,615.22,16.79,-6.01,21,16.97,12.04,2
Retail,Lamiere,A,2025-05-13,6,,0.191,72.37,10.32,10.45,12,7.63,3.39,-4
Estero,Lamiere,C,2025-09-03,17,17.46,0.15,252.3,11.43,57.99,20,1.03,83.21,2
B2B,Assemblati,B,2025-03-20,11,15.52,0.18,139.99,12.33,4.36,24,3.85,7.58,2
B2B,Assemblati,B,2025-04-29,48,13.33,0.201,511.23,9.64,48.51,27,4.66,31.14,1
Retail,Viteria,B,2025-12-04,17,2.08,0.125,30.94,1.25,9.69,5,7.3,0.73,-3
Retail,Viteria,A,2025-08-25,23,2.53,0.185,47.42,1.45,14.07,4,8.2,1.77,-1
B2B,Torniti,C,2025-08-17,20,8.06,0.145,137.83,4.55,46.83,14,3.5,8.44,1
Retail,Assemblati,B,2025-07-27,6,32.41,0.15,165.29,21.72,34.97,15,4.86,14.17,-3
B2B,Torniti,B,2025-04-21,100,6.99,0.174,577.37,4.14,163.37,18,5.74,39.48,2
Retail,Viteria,C,2025-12-27,48,2.72,0.071,121.29,1.59,44.97,2,3.42,13.1,3
B2B,Torniti,C,2025-06-14,12,9.15,0.159,92.34,5.78,22.98,15,2.81,6.04,0
B2B,Torniti,B,2025-01-26,30,,0.199,128.56,3.08,36.16,15,8.0,4.56,3
B2B,Torniti,C,2025-12-18,65,6.17,0.152,340.09,3.91,85.94,16,5.67,12.24,1
Retail,Assemblati,A,2025-02-07,26,44.98,0.209,925.06,33.27,60.04,21,6.69,22.56,1
B2B,Torniti,A,2025-12-11,116,8.05,0.236,713.42,5.04,128.78,14,10.79,17.9,-2
Retail,Torniti,C,2025-04-29,454,9.23,0.106,3746.24,5.87,1081.26,13,2.12,431.38,-1
Retail,Torniti,A,2025-02-16,22,10.16,0.183,182.62,6.91,30.6,15,5.41,14.36,-2
Retail,Torniti,B,2025-04-12,14,5.82,0.135,70.48,3.29,24.42,17,8.62,3.5,3
B2B,Lamiere,C,2025-09-17,9,10.21,0.157,77.46,7.29,11.85,15,7.07,4.72,-2
B2B,Lamiere,C,2025-08-09,3,9.32,0.195,22.51,6.49,3.04,12,3.12,1.11,4
B2B,Torniti,C,2025-03-18,85,7.22,0.165,512.44,4.64,118.04,9,6.65,23.55,0
Retail,Torniti,C,2025-05-11,17,7.41,0.111,111.99,4.48,35.83,7,2.79,6.24,0
Estero,Lamiere,B,2025-04-08,59,13.52,0.185,650.11,9.83,70.14,18,5.53,38.95,-3
B2B,Viteria,C,2025-09-17,72,1.67,0.103,107.86,0.95,39.46,4,6.27,5.2,0
Estero,Torniti,B,2025-12-03,8,4.76,0.176,31.38,2.66,10.1,17,4.36,2.01,0
B2B,Torniti,C,2025-04-25,10,8.11,0.168,67.48,4.68,20.68,17,4.82,2.32,-1
B2B,Viteria,B,2025-12-14,140,1.16,0.192,131.22,0.72,30.42,10,5.31,4.48,-2
B2B,Lamiere,A,2025-06-19,23,10.0,0.239,175.03,6.82,18.17,16,7.77,5.49,-3
Retail,Viteria,A,2025-02-21,13,1.62,0.171,17.46,0.96,4.98,4,8.37,0.46,-1
B2B,Assemblati,C,2025-05-19,9,14.45,0.141,111.71,9.83,23.24,28,1.64,13.87,1
B2B,Assemblati,A,2025-12-06,21,18.93,0.223,308.88,13.13,33.15,24,15.55,8.05,-2
Retail,Torniti,C,2025-11-13,111,11.06,0.12,1080.34,5.88,427.66,13,3.79,45.19,1
B2B,Lamiere,C,2025-10-14,49,8.12,0.18,326.26,5.43,60.19,18,3.32,21.16,6
B2B,Torniti,C,2025-06-16,29,5.65,0.189,132.88,3.38,34.86,90,2.75,20.54,6
B2B,Lamiere,B,2025-11-01,120,7.75,0.173,769.11,5.41,119.91,24,6.69,47.31,1
B2B,Assemblati,B,2025-10-08,99,15.47,0.177,1260.45,11.24,147.69,21,8.17,39.58,5
B2B,Viteria,C,2025-11-07,34,1.83,0.135,53.82,1.27,10.64,8,3.18,6.62,-3
B2B,Viteria,C,2025-08-13,394,2.18,0.13,747.26,1.42,187.78,3,4.9,29.84,0
Retail,Torniti,B,2025-07-26,19,4.78,0.12,79.92,3.01,22.73,10,6.61,4.14,1
B2B,Viteria,C,2026-01-09,74,2.07,0.14,131.73,1.31,34.79,6,3.39,16.12,1
Retail,Torniti,B,2026-01-02,17,6.37,0.157,91.29,3.96,23.97,13,8.26,3.22,4
B2B,Torniti,B,2025-08-05,61,4.8,0.176,241.27,2.84,68.03,12,5.02,9.62,-5
